id,wenzitext,errortext,clicktimes,tips1,tips2
1,​益者三友，损者三友,5,3,应该交什么样的好友？,有益的朋友有三种，有害的朋友也有三种
2,哀莫大于心死,5,3,人最大的悲哀是精神上的麻木与愚钝,最可悲哀的事，莫过于思想顽钝，麻木不仁
3,窃钩者诛，窃国者侯,3,3,小偷小摸的人被逮到了一定会按律治罪,偷窃国家的人称霸一方，受世人景仰
4,筚路蓝缕，以启山林,7,3,形容创业的艰辛,简陋的车，穿着破烂的衣服去开辟山林
5,伯牙鼓琴，志在高山,3,3,伯牙鼓琴的故事,伯牙弹琴的时候，心里想的是高山
6,不吹毛而求小疵,4,3,比喻故意挑剔别人的缺点，寻找过错,不要去寻找人家的小疤痕，毛病
7,不患寡而患不均，不患贫而患不安,5,3,平等很重要,第一句是：不患寡而患不均
8,不积跬步，无以至千里,4,3,做事情不一点一点积累，就永远无法达成目的,不积累一步半步，就没有办法到达千里的地方
9,不积小流，无以成江海,5,3,做事情不一点一点积累，就永远无法达成目的,不积累小河流，就没有办法汇成江海
10,不义而富且贵，于我如浮云,3,3,不义之财我不要,通过不正当手段得来的财富和地位，如同浮云
11,不怨天，不尤人，下学而上达,6,3,要学会自我奋斗,不埋怨天，也不责备人，下学礼乐而上达天命
12,不在其位，不谋其政,7,3,不过问别人的事情,不在那个职位上，就不去考虑那个职位上的事
13,不知礼，无以立也,5,3,不懂礼义，不能立足于社会,孔子对君子提出的要求
14,仓廪实，则知礼节,6,3,管子中的名言,粮仓充实了，然后百姓们才能明白礼节
15,衣食足，则知荣辱,5,3,管子中的名言,丰衣足食了，然后百姓们才能形成荣辱观念
16,沧浪之水清兮，可以濯我缨,5,3,出处：沧浪歌,沧浪的水清澈时可以用来洗涤冠缨
17,黄钟毁弃，瓦釜雷鸣,6,3,出处：屈原·卜居,黄钟是很好的乐器，却被毁弃了
18,谗人高张，贤士无名,6,3,进谗言的小人喧嚣得意,贤明的廉士却默默无名
19,朝闻道，夕死可矣,4,3,人应当坚持不懈地学习,早上知道了真理，晚上死去也不觉得遗憾了
20,君子乐得其志，小人乐得其事,6,3,君子乐于实现自己的志向抱负,平凡人乐于做好自己愿意做的事情
21,出于其类，拔乎其萃,4,3,人的品德才能超出同类之上,能力，品德远超其它同仁
22,春生、夏长、秋收、冬藏,6,3,劝诫人们不要逆抗天道，应该尊重自然的规律,春季耕种、夏季生长、秋季收获、冬季储藏
23,从心所欲，不逾矩,4,3,七十岁人所具有的能力,以随心所欲却又不超出规矩
24,大成若缺，其用不弊,4,3,最完满的东西，好似有残缺一样,但它的作用永远不会衰竭
25,大盈若冲，其用不穷,6,3,最充盈的东西，好似是空虚一样,但是它的作用是不会穷尽的
26,大器免成，大音希声，大象无形,4,3,非常大的器是不需要雕琢之工的,越好的音乐越悠远，越好的形象越宏远
27,大直若屈，大巧若拙，大辩若讷,4,3,文最刚直的东西好似弯曲,灵巧的却仿佛最笨拙，雄辩的好似不善言辞
28,道不同，不相为谋,6,3,表示不愿跟某些与自己思想观点不同的人共事,观念、理想不同的人，不能在一起筹谋、合作
29,道可道，非常道；名可名，非常名,4,3,可以用语言表达的道，不是永恒普遍的道,道，是无法用语言描述的
30,道生一，一生二，二生三，三生万物,6,3,“道”是世间万物的本源,“道”创造万物的过程
31,道虽迩，不行不至,7,3,道路虽近，不走就不能到达目的地,做任何事情都能脚踏实地，实事求是
32,事虽小，不为不成,4,3,事情虽小，不做就不能取得成功,做任何事情都能脚踏实地，实事求是
33,得不为喜，去不为恨,5,3,得到了并不过分欢喜，丢弃了也不觉得遗憾,超然的心态，在得失中保持淡定和坦然
34,时不再来，天予不取，反为之灾,4,3,机不可失，失不再来,一定要抓住机会，不然老天爷会生气
35,德不孤，必有邻,4,3,有道德的人是不会孤单,必定会有志同道合的人来与他为伴
36,地势坤，君子以厚德载物,4,3,君子应效法大地，以宽厚的德行，负载万物,君子应以宽厚之德，对待天下的民众和事物
37,登泰山而小天下,7,3,孔子登泰山发出的感慨,君子应以宽厚之德，对待天下的民众和事物
38,反者道之动；弱者道之用,7,3,循环往复的运动变化，是道的运动,道的作用是微妙、柔弱的
39,天下万物生于有，有生于无,4,3,天下的万物产生于看得见的有形质,有形质又产生于不可见的无形质
40,飞鸟尽，良弓藏,7,3,飞鸟被捕完了，良弓自然要收藏起来,一个人失去了利用价值，就会被抛弃
41,狡兔死，走狗烹,8,3,野兔死了，狗也没用了，就要烹煮着吃了,一个人失去了利用价值，就会被杀害
42,非我族类，其心必异,4,3,不是我们同家族的人，必定不同我们一条心,极端民族主义者的口头禅之一
43,风萧萧兮易水寒,4,3,出自《渡易水歌》,风声萧萧地吹拂着，易水寒气袭人
44,壮士一去兮不复还,5,3,出自《渡易水歌》,壮士在此远去，不完成任务誓不回还
45,风雨如晦，鸡鸣不已,4,3,风雨交加昏天地，窗外鸡鸣声不息,寒冷阴暗、鸡声四起的背景
46,轻诺必寡信，多易必多难,7,3,轻易发出诺言的人，必定很少能够兑现,把事情看得太容易，势必遭受很多困难
47,父母在，不远游，游必有方,3,3,父母在世，不出远门,如果必须要远游，要让父母知道你所去的地方
48,高山仰止，景行行止,5,3,巍峨高山要仰视，平坦大道能纵驰,表达一种仰慕之情的意思
49,苟日新，日日新，又日新,3,3,如果能每天除旧更新，就要天天除旧更新,还要不间断地更新又更新
50,穷则独善其身，达则兼善天下,5,3,不得志时就洁身自好提升个人修行,得志显达时就要造福天下苍生
51,窈窕淑女，君子好逑,4,3,语出《诗经·关雎》,贤良美好的女子，是君子的佳偶
52,关关雎鸠，在河之洲,4,3,语出《诗经·关雎》,关关和鸣的雎鸠，栖息在河中的小洲
53,知耻近乎勇,5,3,"儒家对知、仁、勇""三达德""中一种的阐发",懂得廉耻称得上勇敢
54,合抱之木，生于毫末,6,3,语出《老子》,合抱的大树，生长于细小的萌芽
55,九层之台，起于累土,3,3,语出《老子》,极高的高台，筑起于每一堆泥土
56,千里之行，始于足下,3,3,语出《老子》,千里的远行，是从第一步开始走出来的
57,和其光，同其尘,4,3,随波逐流,和合它们的光彩，也共同吸纳它们带来的尘埃
58,河海不择细流，故能就其深,5,3,语出李斯《谏逐客书》,河湖海不舍弃细流，所以能成就它的深邃
59,祸不妄至，福不徒来,3,3,灾祸不会胡乱发生，幸福不会凭空到来,人们通过正确的行为和努力来争取好运
60,祸福无门，唯人所召,4,3,你的行为决定了后果，所以要小心,灾祸和幸福都不是注定的，是人们自己造成的
61,己所不欲，勿施于人,4,3,自己不喜欢的，不要强加于别人,做人的基本行为准则
62,己欲立而立人，己欲达而达人,5,3,自己想立足时也帮助别人立足,自己想发达时也帮助他人发达
63,既见君子，云胡不喜,5,3,《诗经·风雨》,风雨之时见到你，心里怎能不欢喜
64,蒹葭苍苍，白露为霜,4,3,《诗经·蒹葭》,河边芦苇青苍苍，秋深露水结成霜
65,见出以知入，观往以知来,6,3,看见外表就可以知道内里,看见过去就可以知道未来
66,见贤思齐，见不贤而内自省,4,3,见到品德能力超过自己的人，就想跟他一样,看到不如自己的人，要反思自己是不是也一样
67,将欲取之，必姑与之,5,3,要想打败对方，就得先给他一点甜头,想要取得利益，必然要先给予一些利益
68,今我来思，雨雪霏霏,5,3,《诗经·采薇》,如今回来路途中，大雪纷纷满天飞
69,尽信书，则不如无书,6,3,孟子对经书的态度以及治学上的独立思考精神,完全相信《尚书》所言，还不如不读《尚书》
70,夏虫不可以语于冰,4,3,夏天生死的虫子不可与它谈论关于冰雪的事情,人的认识、见解和观念受环境影响很大
71,静女其姝，俟我于城隅,4,3,《诗经·静女》,娴静姑娘真漂亮，约我等在城角楼上
72,酒极则乱，乐极则悲,5,3,过度饮酒就会生乱，快乐到极点就会产生悲哀,事物发展到极端，就会向相反的方面转化
73,举世皆浊我独清,6,3,屈原《渔父》,整个世道都污秽浑浊，只有我是清廉
74,众人皆醉我独醒,6,3,屈原《渔父》,众人都醉了，只有我是清醒的
75,君子不器,4,3,君子不能像器具那样，作用仅仅限于某一方面,道是君子所追求的，不拘泥执著于工具、术语
76,不以言举人，不以人废言,2,3,不因为某人的话说得好就推举他,不因为某人不好就否定他的一切
77,君子不怨天，不尤人,4,3,体现了君子高尚的品德和处世态度,做事不抱怨老天，也不抱怨他人
78,君子藏器于身，待时而动,4,3,君子有卓越的才能却不到处炫耀,等待必要的时刻把才能施展出来
79,君子成人之美，不成人之恶,4,3,品格高尚的人成全别人的好事,而不促成别人的坏事
80,君子和而不同，小人同而不和,5,3,君子可以与他周围保持和谐融洽的氛围,小人则没有自己独立的见解
81,君子怀德，小人怀土,3,3,君子考虑的是德行，小人只顾眼前的安逸生活,君子注重道德和公正，小人关注自身利益
82,君子求诸己，小人求诸人,6,3,出了问题之后，君子在自己身上找原因,小人则从别人那里找原因
83,君子坦荡荡，小人长戚戚,4,3,君子光明磊落、心胸坦荡,小人则是斤斤计较，患得患失
84,君子欲讷于言而敏于行,4,3,君子在言语上可以表现得木讷、迟钝,但是在行动上一定要敏捷、勤快
85,君子之交淡若水,4,3,朋友之间的交往要像水一样清澈,君子之间的交往，不含任何功利之心
86,君子周而不比，小人比而不周,6,3,君子以正道来广泛结交朋友，但不会互相勾结,品德卑鄙的人则互相勾结，不会顾忌道义
87,劳心者治人，劳力者治于人,5,3,使用脑力的人统治人，使用体力的人被人统治,强调体力劳动与脑力劳动的差别
88,老吾老，以及人之老,4,3,孝敬自己的长辈时要想到其他老人家,这是一种由己及人的推恩办法
89,幼吾幼，以及人之幼,6,3,抚养教育自己的小孩的时候要想到其他小孩,这是一种由己及人的推恩办法
90,力拔山兮气盖世,4,3,项羽《垓下歌》,力量可以拔起大山，豪气世上无人能比
91,流丸止于瓯臾，流言止于知者,4,3,滚动的球体掉进凹陷处会停止,谣言传到明白人那里就平息
92,吾将上下而求索,5,3,屈原《离骚》,我将百折不挠，不遗余力地去追求和探索
93,满招损，谦受益,6,3,自满招致损失，谦虚得到益处,一个人太过骄傲自满，终究会招来祸患
94,氓之蚩蚩，抱布贸丝,4,3,《诗经·氓》,那个人老实忠厚，怀抱布匹来换丝
95,毛羽未成，不可以高蜚,4,3,鸟儿在羽毛还没长丰满的时候,不可能凌空飞翔
96,靡不有初，鲜克有终,5,3,《诗经·荡》，人们不是没有良好的初心,但是很少有人能够有很好的结局
97,民不畏死，奈何以死惧之？,4,3,人民不畏惧死亡，为什么用死来吓唬他们呢,老子反对仅凭高压政策来治理国家
98,民惟邦本，本固邦宁,4,3,人民是国家的根基,只有根基稳固了，国家才能安宁
99,民为贵，社稷次之，君为轻,5,3,朱元璋删掉的《孟子》中的一句话,民放在第一位，国家其次，君在最后
100,敏而好学，不耻下问,4,3,聪敏又勤学，不以向职位比自己低,学问比自己差的人求学为耻辱
101,名不正，则言不顺,3,3,名义不正，说起话来就不顺当合理,说话不顺当合理，事情就办不成
102,南有乔木，不可休思,3,3,《诗经·汉广》,南山乔木大又高，树下不可歇阴凉
103,内省不疚，夫何忧何惧？,5,3,自己问心无愧，那还有什么忧愁和恐惧呢,问心无愧，就不用担心和恐惧
104,鸟之将死，其鸣也哀,2,3,文鸟要死时，鸣叫的声音是悲哀的,当生命之光熄灭时，一切利害都失去了约束力
105,人之将死，其言也善。,5,3,人要死时，说出的话都是善意的,当生命之光熄灭时，一切利害都失去了约束力
106,蓬生麻中，不扶而直,4,3,环境对人的成长、成才的重要影响,蓬草长在麻地里，不用扶持也能挺立住
107,皮之不存，毛将安傅？,6,3,事物失去了借以生存的基础，就不能存在,文皮都不存在了，毛还在哪依附呢？
108,七月流火，九月授衣。,6,3,《诗经·七月》,七月大火星向西落，九月妇女缝寒衣
109,岂曰无衣？与子同袍,5,3,《诗经·无衣》,谁说我们没衣穿？与你同穿战袍
110,千人之诺诺，不如一士之谔谔,6,3,一千个随声附和的人,抵不上一个正色直言的人
111,千丈之堤，以蝼蚁之穴溃,5,3,千里大堤，因为有蝼蚁在打洞,可能会因此而塌掉决堤
112,巧笑倩兮，美目盼兮,4,3,《诗经·硕人》,嫣然一笑动人心，秋波一转摄人魂
113,巧言令色，鲜矣仁！,6,3,花言巧语，满脸谄媚之色的人,很少会有仁爱之心
114,锲而不舍，金石可镂,4,3,只要坚持不停地用刀刻,就算是金属玉石也可以雕出花饰
115,青青子衿，悠悠我心,5,3,《诗经·子衿》,青青的是你的衣领，悠悠的是我的心境
116,秋水时至，百川灌河,5,3,语出《庄子·秋​水》,秋季的霖雨如期而至，千百条小河注入黄河
117,曲则全，枉则直，洼则盈,5,3,语出《老子》,委曲便会保全，屈枉便会直伸，低洼便会充盈
118,相濡以沫，不如相忘于江湖,6,3,以唾沫相互湿润求得生存,却不如我们彼此不相识，各自畅游于江湖
119,人之患，在好为人师。,5,3,骄傲自满、好为人师是修身的大忌,人们的毛病，在于总喜欢充当别人的老师
120,人之性恶，其善者伪也,5,3,人的本性是恶的,善良的人是通过后天努力达到的
121,日月光华，旦复旦兮,3,3,卿云歌,日月光华照耀，辉煌而又辉煌
122,当今之世，舍我其谁也？,6,3,形容自认为有经国治世的才干，勇于担当,在当今这个世界上，除了我还有谁呢
123,儒以文乱法，侠以武犯禁,5,3,儒者利用文献扰乱法纪,游侠使用武力违犯禁令
124,三人行，必有我师焉,6,3,一个人不可能具备所有的知识和才能,多人同行，其中必定有可以做我老师的人
125,山有木兮木有枝,4,3,越人歌,山上有树木啊树木有丫枝
126,心悦君兮君不知,4,3,越人歌,心中喜欢着你啊你却不知道
127,善守者，藏于九地之下,3,3,防守的时候不应该让人知道自己的实力,善于防守的，隐蔽自己的兵力如同深藏于地底
128,善攻者，动于九天之上,6,3,攻击的时候，敌人无法抵抗,善于进攻的，展开自己的兵力如同神兵天降
129,善游者溺，善骑者堕,3,3,比喻有专门本领的人往往因自恃而招致灾祸,善游泳的人会被水淹死，善骑马的人会堕马死
130,上善若水，水善利万物而不争,3,3,至高的品性就像水一样,水善于滋润万物而不与万物相争
131,身既死兮神以灵,4,3,屈原《九歌·国殇》,即使做了死鬼，也要成为鬼中的豪杰
132,魂魄毅兮为鬼雄,5,3,屈原《九歌·国殇》,即使做了死鬼，也要成为鬼中的豪杰
133,生于忧患而死于安乐,4,3,忧思祸患使人成长、使人振作和勤奋,安逸享乐使人怠惰，导致人死亡、衰败
134,式微，式微，胡不归？,6,3,《诗经·式微》,天黑了，天黑了，为什么还不回家
135,逝者如斯夫！不舍昼夜,4,3,时光的流逝就像这河水一样啊,日夜不停地流淌
136,螓首蛾眉，巧笑倩兮，美目盼兮,6,3,《诗经·硕人》,颈似蝤蛴真优美，齿若瓠子最齐整
137,手如柔荑，肤如凝脂,4,3,《诗经·硕人》,手像春荑好柔嫩，肤如凝脂多白润
138,书不尽言，言不尽意,4,3,文字不能完全精确地表达言语,言语也不能完全精确地表达人的思想
139,树德务滋，除恶务本,4,3,坏人坏事必须要斩草除根，彻底干净,建立美德务求滋长，去掉邪恶务求除根
140,思则有备，有备无患,5,3,考虑到危险就会有所准备,事先有了准备就可以避免祸患
141,死生契阔，与子成说,4,3,无论生死离合我们都要在一起,这是我们当初早已说好的约定
142,四体不勤，五谷不分,5,3,形容脱离生产劳动，缺乏生产知识,不参加农业生产活动，分不清稻、麦等谷物
143,岁寒，然后知松柏之后凋,5,3,经历过之后才知道什么是最坚持的,岁末天气寒冷，才知道松柏是最后凋零的
144,所谓伊人，在水一方,4,3,意中之人在何处？就在河水那一方,内心对伊人的深刻思念，伊人芳踪却遥不可及
145,桃之夭夭，灼灼其华,5,3,《诗经·桃夭》,桃花怒放千万朵，色彩鲜艳红似火
146,天地不仁，以万物为刍狗,6,3,天地没有意志，也没有仁爱之心,天地不情感用事，对万物一视同仁
147,圣人不仁，以百姓为刍狗,5,3,圣人效法天地，纯任自然，无所偏爱,圣人不情感用事，对百姓一视同仁
148,天命之谓性；率性之谓道,4,3,阐述了人性、道德和修行的观点,人的自然禀赋叫做性，顺着本性行事叫做道
149,天时不如地利，地利不如人和,4,3,有利于作战的天时，比不上地理形势,有利于作战的地理形势，比不上人心所向
150,天行健；君子以自强不息,6,3,人应效法天地，永远不断地前进,赞扬了君子自强不息的精神
151,天行有常，不为尧存，不为桀亡,5,3,大自然的运行有其自身规律,规律不会因为尧的圣明或者桀的暴虐而改变
152,同声相应，同气相求,4,3,同样的声音能产生共鸣,同样的气味会相互融合
153,投我以木瓜，报之以琼琚,4,3,你将木瓜投赠我，我拿琼琚作回报,多用来描写爱情，也可表示馈赠
154,晚食以当肉，安步以当车,3,3,饿了再吃，粗茶淡饭味道也像吃肉一样可口,安稳走路就不会感觉到劳累，权当坐车
155,往者不可谏，来者犹可追,4,3,过去的事情已经无法挽回,未来的岁月还可以迎头赶上
156,惟草木之零落兮，恐美人之迟暮,4,3,想到草木不断地在飘零凋谢,不禁担忧美人也会日益衰老
157,未知生，焉知死？,4,3,的事情都还没有弄清楚,怎么知道死后的事呢？
158,温故而知新，可以为师矣,4,3,温习旧知识从而得知新的理解与体会,凭借这一点就可以成为老师了
159,我善养吾浩然之气,5,3,人应该为自身人格的完善不断培养自己,我长于修养我的浩然之气
160,我心匪石，不可转也,6,3,女主人公对爱情坚贞不屈的态度,我心并非卵石圆，不能随便来滚转
161,不敢为天下先,5,3,不露锋芒、不争不夺、谦和卑下,不敢处在众人之先
162,吾日三省吾身,5,3,人要经常反思自己,我每天多次反省自己
163,吾生也有涯，而知也无涯,4,3,我的生命是有限的，而知识是无穷无尽的,人的生命有限，无法追求太多的东西
164,昔我往矣，杨柳依依,5,3,《诗经·采薇》,回想当初出征时，杨柳依依随风吹
165,相马失之瘦，相士失之贫,4,3,相马者往往会因为马的外表消瘦而漏掉良马,相人者往往会因为其条件贫困而忽略人的才能
166,小不忍，则乱大谋。,5,3,成大事者，关键在于一个“忍”字,小事不能忍耐，就会败坏大事
167,信言不美，美言不信。,6,3,真实的话揭示了现实的残酷，所以不美妙动听,美妙的言辞、文章，内容往往不真实，不可信
168,朽木不可雕，粪土之墙不可圬,4,3,孔子形容宰予的话,文腐烂的木头不堪雕刻，粪土的墙面不堪涂抹
169,学而不思则罔，思而不学则殆,4,3,只是学习却不思考就会迷惑而无所得,只是思考却不学习就会精神疲倦而无所得
170,学而不厌，诲人不倦,3,3,学习和教育都是永无止境的过程,学习而不觉满足，教诲别人而不知疲倦
171,学如不及，犹恐失之,3,3,形容学习勤奋，进取心强。,学习像追赶什么，总怕赶不上，怕被甩掉
172,言必信，行必果,5,3,强调了诚信、守诺的重要性,说话就必须得守信，做事就必须得有结果
173,言念君子，温其如玉,5,3,形容夫君的性情犹如美玉一般温润,思念夫君人品好，温和就像玉一样
174,言之易，行之难,4,3,将想法付诸实践常常比说起来要难得多,光说话很容易，付出行动难
175,燕雀安知鸿鹄之志哉！,4,3,比喻平庸的人不理解杰出人物的胸襟和大志,燕雀怎么能知道鸿鹄的远大志向
176,终身之计，莫如树人,6,3,强调了人才培育对于治理国家的重要意义,终身的大计，莫过于培育人才
177,嘤其鸣矣，求其友声,3,3,《诗经·伐木》,小鸟为何要鸣叫？只是为了求知音
178,有匪君子，如切如磋，如琢如磨,3,3,高雅先生是君子，学问切磋更精湛,品德琢磨更良善
179,有美一人，清扬婉兮,4,3,《诗经·野有蔓草》,有位美女在路上走，眉目传神，明艳美丽
180,如入兰芷之室，久而不闻其香,6,3,就像进入充满兰花香气的屋子,时间一长，就闻不到兰花的香味了
181,如入鲍鱼之肆，久而不闻其臭,5,3,就像进了卖腌制的鱼的市场,时间一长，就不觉得腌制的鱼是臭的了
182,欲加之罪，其无辞乎？,5,3,指随心所欲地陷害人,想要给别人加上罪名，难道还找不到借口吗？
183,欲速则不达,5,3,急于求成反而干不好事,性急求快反而不能达到目的
184,月出皎兮，佼人僚兮。,7,3,形容女子的娇美，引起了人无限的爱慕和情思,月亮出来多么明亮，美人仪容多么漂亮
185,知人者智，自知者明,4,3,了解他人的人，是智慧的,了解自己的人，是真正的聪明的
186,知我者，谓我心忧,4,3,《诗经·黍离》,能够理解我的人，说我是心中忧愁。
187,不知我者，谓我何求,4,3,《诗经·黍离》,不能理解我的人，问我在追寻什么
188,知者不博，博者不知,4,3,智者专精少数方面，知识不算广博,而研究太多领域的人不可能达到智者的程度
189,知者乐水，仁者乐山。,4,3,智者的性格就像水一样不停地活泼灵动,有仁德的人像山一样稳健安静
190,执子之手，与子偕老,4,3,《诗经·击鼓》,让我握住你的手，和你一起生死与共
191,止戈为武,5,3,指和平才是真正的武功,止息兵戈才是武功
192,至乐无乐，至誉无誉。,4,3,人生最高境界的快乐就是无所谓快乐,人生最大的荣誉是不追求荣誉
193,求生以害仁，有杀身以成仁,4,3,决不因为贪生怕死而做出损害仁义的事情,只会因勇于牺牲来保全仁义
194,质胜文则野，文胜质则史,5,3,一个人过于质朴，缺乏文采，就显得粗俗,文采过多，不够质朴，就显得轻浮
195,文质彬彬，然后君子,5,3,,
196,智者千虑，必有一失,5,3,聪明之人不可能永远聪明，总有失误的时候,聪明的人在上千次考虑中，总会有一次失误
197,愚者千虑，必有一得。,6,3,看似愚笨的人，也有聪明的时候,愚蠢的人在上千次考虑中，总会有一次收获
198,自暴者，不可与有言也,5,3,不要跟自暴自弃的人交流,自己损害自己的人，不可以和他交流思想
199,纵我不往，子宁不来？,7,3,《诗经·子衿》,纵然我不曾去看你，难道你就不能到我这来?
